,h5_path,sim_folder,param_folder,type,rbm,x0,y0,sigma,t_dec,dist,lam_psi,D_psi,v0,lam_p,D_p,gamma,alpha,rq,mu,dpsi,seed,Nb,area_psi,area_q,max_psi,has_diff
1064,outputs/differentiation_sweep/dist_pol_sig_8.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_142302/data.h5,sim_data_20260610_142302,dist_pol_sig_8.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,8.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1938313042,120.20706109345471,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1068,outputs/differentiation_sweep/dist_pol_sig_14.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_225436/data.h5,sim_data_20260610_225436,dist_pol_sig_14.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,14.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,668503428,996.0295657341462,0.9999999999999741,0.0,0.9999999999999541,True
1081,outputs/differentiation_sweep/dist_pol_sig_8.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_150734/data.h5,sim_data_20260610_150734,dist_pol_sig_8.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,8.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,467777855,180.39531284895838,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1082,outputs/differentiation_sweep/dist_pol_sig_10.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_172203/data.h5,sim_data_20260610_172203,dist_pol_sig_10.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,10.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,622119956,551.5075754936684,0.9999999999999718,0.0,0.9999999999999541,True
1113,outputs/differentiation_sweep/dist_pol_sig_30.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260612_135705/data.h5,sim_data_20260612_135705,dist_pol_sig_30.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,30.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1143141077,2004.2299287555493,0.9999999999999634,0.0,0.9999999999999273,True
1117,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_153738/data.h5,sim_data_20260610_153738,dist_pol_sig_9.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,114180181,100.67400687638775,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1128,outputs/differentiation_sweep/dist_pol_sig_7.0_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_132138/data.h5,sim_data_20260610_132138,dist_pol_sig_7.0_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,7.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,241231096,153.82811819993424,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1136,outputs/differentiation_sweep/dist_pol_sig_12.0_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_193748/data.h5,sim_data_20260610_193748,dist_pol_sig_12.0_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,12.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,946576023,419.31553200099427,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1163,outputs/differentiation_sweep/dist_pol_sig_25.0_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260612_131319/data.h5,sim_data_20260612_131319,dist_pol_sig_25.0_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,25.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1516727618,1098.1079750190388,0.9999999999999571,0.0,0.9999999999999161,True
1164,outputs/differentiation_sweep/dist_pol_sig_9.5_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_163847/data.h5,sim_data_20260610_163847,dist_pol_sig_9.5_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,9.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,528158823,557.4426080889364,0.9999999999999718,0.0,0.9999999999999556,True
1197,outputs/differentiation_sweep/dist_pol_sig_13.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_203903/data.h5,sim_data_20260610_203903,dist_pol_sig_13.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,13.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1649450856,284.7808286334198,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1200,outputs/differentiation_sweep/dist_pol_sig_12.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_202404/data.h5,sim_data_20260610_202404,dist_pol_sig_12.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,12.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1040013952,804.9480006209817,0.9999999999999735,0.0,0.9999999999999541,True
1217,outputs/differentiation_sweep/dist_pol_sig_14.5_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_225359/data.h5,sim_data_20260610_225359,dist_pol_sig_14.5_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,14.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,517224205,885.3596139859078,0.9999999999999738,0.0,0.9999999999999525,True
1220,outputs/differentiation_sweep/dist_pol_sig_9.5_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_160817/data.h5,sim_data_20260610_160817,dist_pol_sig_9.5_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,9.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,814208106,55.74426080889364,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1228,outputs/differentiation_sweep/dist_pol_sig_2.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_115304/data.h5,sim_data_20260610_115304,dist_pol_sig_2.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,2.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1108712064,7.5398223686155035,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1235,outputs/differentiation_sweep/dist_pol_sig_7.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_130721/data.h5,sim_data_20260610_130721,dist_pol_sig_7.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,7.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1056709463,61.53124727997369,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1240,outputs/differentiation_sweep/dist_pol_sig_30.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260612_134218/data.h5,sim_data_20260612_134218,dist_pol_sig_30.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,30.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1849462613,801.6919715022198,0.9999999999999538,0.0,0.9999999999999091,True
1244,outputs/differentiation_sweep/dist_pol_sig_8.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_152314/data.h5,sim_data_20260610_152314,dist_pol_sig_8.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,8.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1014405207,405.8894539101563,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1245,outputs/differentiation_sweep/dist_pol_sig_7.5_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_135335/data.h5,sim_data_20260610_135335,dist_pol_sig_7.5_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,7.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1255678148,211.69210570423198,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1258,outputs/differentiation_sweep/dist_pol_sig_8.5_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_150804/data.h5,sim_data_20260610_150804,dist_pol_sig_8.5_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,8.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1289769022,225.49414106119795,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1276,outputs/differentiation_sweep/dist_pol_sig_2.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_120617/data.h5,sim_data_20260610_120617,dist_pol_sig_2.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,2.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,918958983,10.05309649148734,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1283,outputs/differentiation_sweep/dist_pol_sig_9.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_153649/data.h5,sim_data_20260610_153649,dist_pol_sig_9.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,9.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1107429552,50.337003438193875,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1306,outputs/differentiation_sweep/dist_pol_sig_14.5_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_223812/data.h5,sim_data_20260610_223812,dist_pol_sig_14.5_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,14.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,879140937,332.0098552447154,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1325,outputs/differentiation_sweep/dist_pol_sig_9.5_rbm_0.6_x0_25.0_dpsi_30.0/sim_data_20260610_162354/data.h5,sim_data_20260610_162354,dist_pol_sig_9.5_rbm_0.6_x0_25.0_dpsi_30.0,pol,0.6,25.0,25.0,9.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1039000399,334.4655648533618,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1337,outputs/differentiation_sweep/dist_pol_sig_25.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260612_125848/data.h5,sim_data_20260612_125848,dist_pol_sig_25.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,25.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,965882046,549.0539875095194,5.4567461660326444e-14,0.0,-0.9999999999998909,False
1342,outputs/differentiation_sweep/dist_pol_sig_9.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_163816/data.h5,sim_data_20260610_163816,dist_pol_sig_9.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,9.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,2040058869,501.69834728004275,0.9999999999999716,0.0,0.9999999999999541,True
1345,outputs/differentiation_sweep/dist_pol_sig_2.0_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_120651/data.h5,sim_data_20260610_120651,dist_pol_sig_2.0_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,2.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,833715220,12.566370614359172,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1346,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_230859/data.h5,sim_data_20260610_230859,dist_pol_sig_15.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,389475961,231.26107154801429,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1348,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260612_114623/data.h5,sim_data_20260612_114623,dist_pol_sig_15.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1449054842,231.26718989940858,5.4567461660326444e-14,0.0,-0.9999999999998909,False
1351,outputs/differentiation_sweep/dist_pol_sig_8.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_142341/data.h5,sim_data_20260610_142341,dist_pol_sig_8.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,8.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1098133320,160.27608145793965,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1354,outputs/differentiation_sweep/dist_pol_sig_14.0_rbm_0.5_x0_25.0_dpsi_30.0/sim_data_20260610_220804/data.h5,sim_data_20260610_220804,dist_pol_sig_14.0_rbm_0.5_x0_25.0_dpsi_30.0,pol,0.5,25.0,25.0,14.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1171170963,527.7916942458442,0.9999999999999721,0.0,0.9999999999999467,True
1364,outputs/differentiation_sweep/dist_pol_sig_13.0_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_205409/data.h5,sim_data_20260610_205409,dist_pol_sig_13.0_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,13.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,582986320,664.4886001446462,0.9999999999999727,0.0,0.9999999999999507,True
1372,outputs/differentiation_sweep/dist_pol_sig_11.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_180707/data.h5,sim_data_20260610_180707,dist_pol_sig_11.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,11.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1492462648,72.55970317016752,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1391,outputs/differentiation_sweep/dist_pol_sig_11.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_183802/data.h5,sim_data_20260610_183802,dist_pol_sig_11.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,11.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,455144464,725.5970317016752,0.9999999999999732,0.0,0.9999999999999556,True
1395,outputs/differentiation_sweep/dist_pol_sig_1.5_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_110809/data.h5,sim_data_20260610_110809,dist_pol_sig_1.5_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,1.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1319818684,1.4137166941154071,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1398,outputs/differentiation_sweep/dist_pol_sig_11.0_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_180902/data.h5,sim_data_20260610_180902,dist_pol_sig_11.0_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,11.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,47190988,290.2388126806701,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1400,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_230814/data.h5,sim_data_20260610_230814,dist_pol_sig_15.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,751905909,115.63053577400714,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1402,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260612_114623/data.h5,sim_data_20260612_114623,dist_pol_sig_15.0_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1731434287,115.63359494970429,5.4567461660326444e-14,0.0,-0.9999999999998909,False
1413,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_233823/data.h5,sim_data_20260610_233823,dist_pol_sig_15.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,24908419,1040.6748219660644,0.9999999999999746,0.0,0.9999999999999541,True
1414,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260612_121513/data.h5,sim_data_20260612_121513,dist_pol_sig_15.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1872224581,1040.7023545473387,0.9999999999999579,0.0,0.9999999999999248,True
1416,outputs/differentiation_sweep/dist_pol_sig_12.5_rbm_0.4_x0_25.0_dpsi_30.0/sim_data_20260610_200821/data.h5,sim_data_20260610_200821,dist_pol_sig_12.5_rbm_0.4_x0_25.0_dpsi_30.0,pol,0.4,25.0,25.0,12.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,72117520,357.75466694265856,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1420,outputs/differentiation_sweep/dist_pol_sig_14.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_221015/data.h5,sim_data_20260610_221015,dist_pol_sig_14.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,14.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1328733476,844.4667107933506,0.9999999999999738,0.0,0.9999999999999525,True
1426,outputs/differentiation_sweep/dist_pol_sig_13.5_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_211002/data.h5,sim_data_20260610_211002,dist_pol_sig_13.5_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,13.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,990930177,200.61212214814594,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1430,outputs/differentiation_sweep/dist_pol_sig_8.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_142229/data.h5,sim_data_20260610_142229,dist_pol_sig_8.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,8.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1681342981,80.13804072896983,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1431,outputs/differentiation_sweep/dist_pol_sig_12.0_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_193932/data.h5,sim_data_20260610_193932,dist_pol_sig_12.0_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,12.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1662059632,670.9048512015909,0.9999999999999727,0.0,0.9999999999999525,True
1444,outputs/differentiation_sweep/dist_pol_sig_2.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_115232/data.h5,sim_data_20260610_115232,dist_pol_sig_2.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,2.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1388043860,5.02654824574367,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1449,outputs/differentiation_sweep/dist_pol_sig_12.5_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_202331/data.h5,sim_data_20260610_202331,dist_pol_sig_12.5_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,12.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1427778419,715.5093338853171,0.9999999999999731,0.0,0.9999999999999525,True
1450,outputs/differentiation_sweep/dist_pol_sig_10.5_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_175300/data.h5,sim_data_20260610_175300,dist_pol_sig_10.5_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,10.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,35355923,535.1802277254126,0.9999999999999716,0.0,0.9999999999999525,True
1474,outputs/differentiation_sweep/dist_pol_sig_1.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_103710/data.h5,sim_data_20260610_103710,dist_pol_sig_1.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,1.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,794580449,1.2566370614359172,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1489,outputs/differentiation_sweep/dist_pol_sig_11.5_rbm_0.8_x0_25.0_dpsi_30.0/sim_data_20260610_190811/data.h5,sim_data_20260610_190811,dist_pol_sig_11.5_rbm_0.8_x0_25.0_dpsi_30.0,pol,0.8,25.0,25.0,11.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,521381524,625.8123494333549,0.9999999999999727,0.0,0.9999999999999525,True
1511,outputs/differentiation_sweep/dist_pol_sig_30.0_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260612_135658/data.h5,sim_data_20260612_135658,dist_pol_sig_30.0_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,30.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,978424837,1803.8069358799944,0.999999999999962,0.0,0.9999999999999248,True
1528,outputs/differentiation_sweep/dist_pol_sig_10.0_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_170818/data.h5,sim_data_20260610_170818,dist_pol_sig_10.0_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,10.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1614272790,428.95033649507536,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1531,outputs/differentiation_sweep/dist_pol_sig_8.5_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_152151/data.h5,sim_data_20260610_152151,dist_pol_sig_8.5_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,8.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1616001854,315.69179748567706,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1558,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_230937/data.h5,sim_data_20260610_230937,dist_pol_sig_15.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,388558220,346.8916073220214,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1559,outputs/differentiation_sweep/dist_pol_sig_15.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260612_114623/data.h5,sim_data_20260612_114623,dist_pol_sig_15.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,15.0,50.0,pol,1.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,345036298,346.90078484911294,5.4567461660326444e-14,0.0,-0.9999999999998909,False
1561,outputs/differentiation_sweep/dist_pol_sig_14.0_rbm_0.3_x0_25.0_dpsi_30.0/sim_data_20260610_215420/data.h5,sim_data_20260610_215420,dist_pol_sig_14.0_rbm_0.3_x0_25.0_dpsi_30.0,pol,0.3,25.0,25.0,14.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,839360311,316.67501654750646,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1581,outputs/differentiation_sweep/dist_pol_sig_14.5_rbm_0.7_x0_25.0_dpsi_30.0/sim_data_20260610_225314/data.h5,sim_data_20260610_225314,dist_pol_sig_14.5_rbm_0.7_x0_25.0_dpsi_30.0,pol,0.7,25.0,25.0,14.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,766136082,774.6896622376693,0.9999999999999735,0.0,0.9999999999999507,True
1591,outputs/differentiation_sweep/dist_pol_sig_12.5_rbm_0.1_x0_25.0_dpsi_30.0/sim_data_20260610_195355/data.h5,sim_data_20260610_195355,dist_pol_sig_12.5_rbm_0.1_x0_25.0_dpsi_30.0,pol,0.1,25.0,25.0,12.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,678080890,89.43866673566464,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1600,outputs/differentiation_sweep/dist_pol_sig_1.5_rbm_0.9_x0_25.0_dpsi_30.0/sim_data_20260610_113804/data.h5,sim_data_20260610_113804,dist_pol_sig_1.5_rbm_0.9_x0_25.0_dpsi_30.0,pol,0.9,25.0,25.0,1.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,210512831,12.723450247038663,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1605,outputs/differentiation_sweep/dist_pol_sig_11.0_rbm_0.2_x0_25.0_dpsi_30.0/sim_data_20260610_180758/data.h5,sim_data_20260610_180758,dist_pol_sig_11.0_rbm_0.2_x0_25.0_dpsi_30.0,pol,0.2,25.0,25.0,11.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,1479012639,145.11940634033505,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1608,outputs/differentiation_sweep/dist_pol_sig_1.0_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_110734/data.h5,sim_data_20260610_110734,dist_pol_sig_1.0_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,1.0,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,334589801,6.283185307179586,3.3306690738754696e-14,0.0,-0.9999999999999334,False
1610,outputs/differentiation_sweep/dist_pol_sig_14.5_rbm_1.0_x0_25.0_dpsi_30.0/sim_data_20260610_225530/data.h5,sim_data_20260610_225530,dist_pol_sig_14.5_rbm_1.0_x0_25.0_dpsi_30.0,pol,1.0,25.0,25.0,14.5,50.0,pol,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,59404448,1106.6995174823846,0.9999999999999746,0.0,0.9999999999999556,True
